sku,name,store_view_code,description,series_description,short_description
NKA0515SC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NKA1205SC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NKA1209SC,,power_store_view,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NKA1212SC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NKA1215DC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NKA1215SC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8-13.2V Input"
NMJ0303SAC,,power_store_view,"3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 2.97-3.63V Input",The NMJ series are dual and single output DC-DC converters in a 7 pin SIP package style offering pin and functionality compatibility with the NMV series SIP DC-DC converters. The NMJ series is UL60950 recognized and suitable for applications where safety and miniaturisation are of paramount importance. Isolation barrier approved for supplementary/reinforced insulation - see page 2.,"3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 10.8-13.2V Input"
NMJ0503SAC,,power_store_view,"3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 2.97-3.63V Input",The NMJ series are dual and single output DC-DC converters in a 7 pin SIP package style offering pin and functionality compatibility with the NMV series SIP DC-DC converters. The NMJ series is UL60950 recognized and suitable for applications where safety and miniaturisation are of paramount importance. Isolation barrier approved for supplementary/reinforced insulation - see page 2.,"3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 10.8-13.2V Input"
MEU1S0303ZC,,power_store_view,"3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input"
MEU1S0305ZC,,power_store_view,"5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input"
MEU1S0309ZC,,power_store_view,"9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input"
MEU1S0312ZC,,power_store_view,"12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 2.97-3.63V Input"
MEU1S0503ZC,,power_store_view,"3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","3.3V 303mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input"
MEU1S0505ZC,,power_store_view,"5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","5V 200mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input"
MEU1S0509ZC,,power_store_view,"9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","9V 111mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input"
MEU1S0512ZC,,power_store_view,"12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input","The MEU1 series is a new range of ultra miniature through hole 1W DC-DC converters, available in a ZIP style pinout. . The MEU1 series offers 1W of available output power over the industrial temperature range of -40&deg;C to 85&deg;C. They are ideally suited for providing local supplies on control system boards. With the added beneﬁt of 1kVDC galvanic isolation to reduce switching noise and allows the device to be conﬁgured to provide an isolated negative rail in systems where only positive rails exist.","12V 83mA, Isolated 1W Single Output 1kVDC , DC-DC Converter, 4.5-5.5V Input"
