sku,store_view_code,description,series_description,short_description
NCS6S1212C,,"12V 0.5A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6S1215C,,"15V 0.4A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6S4803C,,"3.3V 1.52A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6S4805C,,"5V 1.2A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6S4812C,,"12V 0.5A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6S4815C,,"15V 0.4A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 18-75V input"
NDH2412SC,,"&plusmn;12V &plusmn;125mA, Isolated 3W Dual Output 1kVDC, DC-DC converter, 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","&plusmn;12V &plusmn;125mA, Isolated 3W Dual Output 1kVDC, DC-DC converter, 18-36V Input"
NDH2415SC,,"&plusmn;15V &plusmn;100mA, Isolated 3W Dual Output 1kVDC, DC-DC converter, 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","&plusmn;15V &plusmn;100mA, Isolated 3W Dual Output 1kVDC, DC-DC converter, 18-36V Input"
NDL0505SC,,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0509SC,,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0512SC,,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL0515SC,,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 4.5-9V Input"
NDL1205SC,,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1209SC,,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1212SC,,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL1215SC,,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 9-18V Input"
NDL2405SC,,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input"
